# Timer(prog='/home/feizheng/i3/rocFFT-internal/build/clients/staging/dyna-rocfft-rider', lib=['/home/feizheng/p1/rocFFT/build/library/src/librocfft.so', '/home/feizheng/i3/rocFFT-internal/build/library/src/librocfft.so'], out=['/home/feizheng/i3/rocFFT-internal/scripts/perf/dir0/radix2_dim1_double_n1_r2c_inplace.dat', '/home/feizheng/i3/rocFFT-internal/scripts/perf/dir1/radix2_dim1_double_n1_r2c_inplace.dat'], log='timing.log', device=0, ntrial=30, direction=-1, inplace=True, real=True, precision='double', dimension=1, xmin=2048, xmax=536870912, ymin=2, ymax=1024, zmin=2, zmax=1024, radix=2, nbatch=1, problem_file=None)
# dimension	xlength	nbatch	nsample	samples ...
1	2048	1	30	4.0640000000000004e-05	4.16e-05	4.016e-05	4.016e-05	4.176e-05	4.112e-05	4.1439999999999996e-05	4.096e-05	4e-05	4.128e-05	4.192e-05	4.176e-05	4.0640000000000004e-05	4.08e-05	3.952e-05	4.0640000000000004e-05	4.128e-05	4e-05	4.128e-05	3.968e-05	4.096e-05	3.2800000000000004e-05	3.376e-05	4.0480000000000005e-05	4.128e-05	3.936e-05	3.2640000000000006e-05	3.184e-05	3.904e-05	3.2640000000000006e-05
1	4096	1	30	4.3360000000000005e-05	4.3520000000000003e-05	4.288e-05	4.2720000000000004e-05	4.304e-05	4.208e-05	4.176e-05	4.3360000000000005e-05	4.288e-05	4.24e-05	4.224e-05	4.288e-05	4.3520000000000003e-05	3.6479999999999996e-05	4.288e-05	4.2720000000000004e-05	4.288e-05	3.696e-05	3.6e-05	3.6479999999999996e-05	3.5680000000000004e-05	3.68e-05	3.808e-05	3.632e-05	3.6e-05	3.7120000000000004e-05	3.6e-05	4.224e-05	3.68e-05	4.2720000000000004e-05
1	8192	1	30	6.192e-05	5.856e-05	5.696e-05	5.744e-05	5.936000000000001e-05	5.9839999999999996e-05	5.792e-05	5.968e-05	4.704e-05	5.808e-05	5.6e-05	5.824e-05	5.9521e-05	5.856e-05	4.6399999999999996e-05	5.6800000000000005e-05	5.792e-05	5.84e-05	5.8880000000000005e-05	5.696e-05	5.7921e-05	5.808e-05	5.808e-05	5.6640999999999995e-05	5.824e-05	5.696e-05	5.584e-05	4.688e-05	5.7119999999999995e-05	5.808e-05
1	16384	1	37	6.592e-05	5.824e-05	5.9520000000000006e-05	5.7119999999999995e-05	5.7601e-05	5.6800000000000005e-05	5.4239999999999996e-05	5.568e-05	4.6881e-05	5.4879999999999996e-05	4.5600000000000004e-05	5.632e-05	5.6160000000000004e-05	4.576e-05	4.6080000000000006e-05	4.5601000000000006e-05	4.688e-05	4.528e-05	4.6399999999999996e-05	4.656e-05	4.6399999999999996e-05	4.688e-05	4.6080999999999995e-05	4.6080000000000006e-05	4.592e-05	4.592e-05	4.5440000000000005e-05	4.528e-05	4.672e-05	4.8e-05	4.592e-05	4.528e-05	4.416e-05	4.656e-05	4.656e-05	4.576e-05	4.6401e-05
1	32768	1	30	7.936e-05	5.456e-05	5.7119999999999995e-05	5.4400999999999996e-05	5.36e-05	8.336e-05	4.864e-05	5.632e-05	4.96e-05	4.912e-05	4.864e-05	5.472e-05	5.648e-05	4.9279999999999996e-05	4.96e-05	4.9279999999999996e-05	4.864e-05	5.1040000000000006e-05	5.024e-05	4.912e-05	5.0560000000000004e-05	4.976e-05	4.992e-05	4.944e-05	4.992e-05	5.008e-05	4.976e-05	4.816e-05	5.28e-05	4.7680000000000004e-05
1	65536	1	33	8.736099999999999e-05	6.447999999999999e-05	5.84e-05	5.92e-05	5.52e-05	5.4879999999999996e-05	5.632e-05	5.4879999999999996e-05	5.3761e-05	5.568e-05	5.536e-05	5.9520000000000006e-05	5.568e-05	5.376e-05	5.44e-05	5.4239999999999996e-05	5.4879999999999996e-05	5.5520000000000004e-05	5.5520000000000004e-05	5.504e-05	5.3441000000000006e-05	5.3920000000000006e-05	5.504e-05	5.44e-05	5.3280000000000005e-05	5.5520000000000004e-05	5.44e-05	5.44e-05	5.584e-05	5.376e-05	5.584e-05	5.312e-05	5.4879999999999996e-05
1	131072	1	32	7.52e-05	7.248000000000001e-05	6.9761e-05	7.008e-05	6.351999999999999e-05	6.416e-05	6.384e-05	6.384e-05	6.351999999999999e-05	6.848e-05	6.272e-05	6.3361e-05	6.288000000000001e-05	6.256000000000001e-05	6.208e-05	6.176e-05	6.32e-05	6.368e-05	6.224e-05	6.096e-05	6.192e-05	6.096e-05	6.192e-05	6.208e-05	6.08e-05	6.176100000000001e-05	6.32e-05	6.192e-05	6.128e-05	6.224e-05	6.24e-05	6.496e-05
1	262144	1	30	0.00011296	9.135999999999999e-05	9.152e-05	9.056e-05	9.088000000000001e-05	9.007999999999999e-05	8.992e-05	8.944000000000001e-05	9.0721e-05	8.88e-05	8.896e-05	8.816000000000001e-05	9.056e-05	8.752e-05	8.832e-05	8.832e-05	8.88e-05	9.0081e-05	8.944000000000001e-05	8.944000000000001e-05	8.48e-05	9.04e-05	8.864e-05	8.8e-05	8.656e-05	8.912e-05	8.672000000000001e-05	8.832e-05	8.592e-05	8.8e-05
1	524288	1	37	0.00014576000000000001	0.00013648	0.000125121	0.00013072	0.0001272	0.00012384	0.00012432	0.00013167999999999999	0.00012736	0.000128	0.000125121	0.00012672	0.000124321	0.00012464	0.00012448	0.00012895999999999999	0.0001296	0.000127041	0.000130241	0.0001248	0.00012608	0.000128	0.00012880000000000001	0.00012816	0.00012784000000000002	0.00012464	0.000124001	0.00012528	0.0001296	0.00012736	0.00012544	0.00012623999999999998	0.00012975999999999998	0.0001264	0.00012784000000000002	0.000128161	0.00012688
1	1048576	1	30	0.00018224099999999998	0.00017136	0.00016624	0.00017072000000000002	0.00016944	0.000201441	0.00016288	0.0001648	0.00017168	0.00020368100000000002	0.00016832	0.000201121	0.0002008	0.00016992	0.00016592100000000003	0.00016624	0.000174401	0.00016800000000000002	0.000174561	0.000166561	0.000198881	0.00016347	0.00020352	0.00016624	0.000201601	0.00017280000000000003	0.00017376	0.00017184	0.00016704	0.00016416100000000002
